Unnamed: 0,file_name,bbox,license_plate.id,license_plate.visibility,license_plate.rows_count,license_plate.number,license_plate.serial,license_plate.country,license_plate.color,license_plate.mask,license_plate.region
23230,1689600.jpg,"[0.94140625, 0.6791666666666667, 0.996875, 0.9458333333333333]",81ccd61a-a200-42ad-b5d6-c2c64d74dd75,invisible,,,,United Arab Emirates,,,
23417,31733760.jpg,"[0.7703125, 0.7888888888888889, 0.88359375, 0.8916666666666667]",ea5a3e25-f759-407c-9155-ba2349891cd6,fully_visible_no_text,,,,United Arab Emirates,,"[0.85859375, 0.825, 0.859375, 0.8305555555555556, 0.871875, 0.8263888888888888, 0.87109375, 0.8222222222222222]",
23536,179589120.jpg,"[0.625, 0.7125, 0.7265625, 0.8625]",8a6e2da6-fee8-46b6-a6e7-39cdfea1ce90,fully_visible_no_text,,,,United Arab Emirates,,"[0.653125, 0.7763888888888889, 0.65390625, 0.7875, 0.68125, 0.7888888888888889, 0.68203125, 0.7777777777777778]",
23544,31733760.jpg,"[0.32109375, 0.3888888888888889, 0.4203125, 0.45555555555555555]",48228349-7780-47e1-8f62-87c6aae7ec60,invisible,,,,United Arab Emirates,,,
24507,17172480.jpg,"[0.17421875, 0.5111111111111111, 0.30859375, 0.6902777777777778]",4df6dff9-7a3d-4c9e-acfb-38859d83bdb4,fully_visible_no_text,,,,United Arab Emirates,,"[0.20859375, 0.5819444444444445, 0.209375, 0.5972222222222222, 0.2390625, 0.5958333333333333, 0.2390625, 0.5819444444444445]",
25050,1689600.jpg,"[0.15703125, 0.5234375, 0.24453125, 0.5953125]",2a365f73-316b-4c62-8948-870844beff15,invisible,,,,United Arab Emirates,,,
25110,31365120.jpg,"[0.7390625, 0.6597222222222222, 0.80703125, 0.7458333333333333]",2ebdc98d-18bb-4d1d-b25f-d5baf1f89887,invisible,,,,United Arab Emirates,,,
25190,31365120.jpg,"[0.44765625, 0.8194444444444444, 0.54140625, 0.9569444444444445]",3afb6b65-5f45-4a05-88d3-1d502791b3b0,fully_visible_no_text,,,,United Arab Emirates,,"[0.48359375, 0.8763888888888889, 0.51015625, 0.8777777777777778, 0.509375, 0.8875, 0.484375, 0.8861111111111111]",
25728,34283520.jpg,"[0.9515625, 0.8680555555555556, 0.99921875, 0.9958333333333333]",42643309-7089-4a59-9597-bef23441a47e,invisible,,,,United Arab Emirates,,,
25731,34283520.jpg,"[0.06328125, 0.6958333333333333, 0.20234375, 0.7680555555555556]",42366073-b32a-4418-8ad6-a3d1681219ce,invisible,,,,United Arab Emirates,,,
26548,1689600.jpg,"[0.48671875, 0.6805555555555556, 0.5421875, 0.7861111111111111]",befa4f4e-bb91-4959-bc31-0790ed1a9c4f,fully_visible_no_text,,,,United Arab Emirates,,"[0.4984375, 0.7430555555555556, 0.5109375, 0.7430555555555556, 0.5109375, 0.75, 0.49921875, 0.75]",
27069,34283520.jpg,"[0.1171875, 0.8652777777777778, 0.33828125, 1.0]",9f28dcc2-8689-46ef-bf8d-6724ce138465,invisible,,,,United Arab Emirates,,,
27255,31733760.jpg,"[0.48203125, 0.6333333333333333, 0.56171875, 0.7333333333333333]",808ed8e1-c328-460c-b36b-0d885f1b9274,fully_visible_no_text,,,,United Arab Emirates,,"[0.5234375, 0.7027777777777777, 0.5390625, 0.7027777777777777, 0.5390625, 0.7138888888888889, 0.5234375, 0.7138888888888889]",
27375,31733760.jpg,"[0.27578125, 0.4791666666666667, 0.34453125, 0.5666666666666667]",30d73fd4-0fe4-4a18-ad8d-69adb7d9cc60,fully_visible_no_text,,,,United Arab Emirates,,"[0.2890625, 0.5263888888888889, 0.30390625, 0.5263888888888889, 0.30390625, 0.5347222222222222, 0.28828125, 0.5333333333333333]",
27753,17172480.jpg,"[0.6390625, 0.5680555555555555, 0.7390625, 0.625]",ea43ced5-3018-41ff-9c27-89c31b74d7dd,invisible,,,,United Arab Emirates,,,
27896,31733760.jpg,"[0.8953125, 0.7319444444444444, 0.99453125, 1.0]",18e314f3-d61e-4fea-b66c-26ecbfe3d051,invisible,,,,United Arab Emirates,,,
29285,11460449.jpg,"[0.66875, 0.475, 0.81328125, 0.7263888888888889]",d333c452-3339-46f3-8a36-b46ab0926470,fully_visible_no_text,,,,United Arab Emirates,,"[0.7453125, 0.6625, 0.746875, 0.6833333333333333, 0.76953125, 0.6861111111111111, 0.76875, 0.6638888888888889]",
30139,34283520.jpg,"[0.15859375, 0.6319444444444444, 0.23671875, 0.7361111111111112]",a60c7e16-692a-415e-94a6-e5f26022d3f6,fully_visible_no_text,,,,United Arab Emirates,,"[0.18671875, 0.6847222222222222, 0.18671875, 0.6916666666666667, 0.17265625, 0.6916666666666667, 0.1734375, 0.6847222222222222]",
31374,11460449.jpg,"[0.81796875, 0.6888888888888889, 0.9984375, 0.8333333333333334]",ec70b1ba-d34a-4a21-ae97-aca9b10bf35f,fully_visible_no_text,,,,United Arab Emirates,,"[0.96328125, 0.7527777777777778, 0.99453125, 0.7513888888888889, 0.99453125, 0.7625, 0.9640625, 0.7652777777777777]",
31645,17172480.jpg,"[0.56484375, 0.6333333333333333, 0.63515625, 0.7166666666666667]",020d824b-9a57-41e5-94de-209221f6a7e9,fully_visible_no_text,,,,United Arab Emirates,,"[0.609375, 0.675, 0.61015625, 0.6805555555555556, 0.62109375, 0.6805555555555556, 0.62109375, 0.6736111111111112]",
32311,34283520.jpg,"[0.03125, 0.7041666666666667, 0.22109375, 0.9513888888888888]",e04a9e91-7210-4cea-86ac-e206e2974b27,fully_visible_no_text,,,,United Arab Emirates,,"[0.06953125, 0.8263888888888888, 0.08828125, 0.8263888888888888, 0.08828125, 0.85, 0.0703125, 0.8472222222222222]",
32499,31365120.jpg,"[0.3078125, 0.8152777777777778, 0.40859375, 0.9361111111111111]",bcc5b674-f069-4b13-af98-032871c06ce3,fully_visible_no_text,,,,United Arab Emirates,,"[0.32890625, 0.8638888888888889, 0.32890625, 0.8722222222222222, 0.34609375, 0.8722222222222222, 0.34609375, 0.8666666666666667]",
32648,1689600.jpg,"[0.3859375, 0.6640625, 0.45390625, 0.7703125]",96e3ffdd-393d-4770-8d83-3e8eb41fa9f8,fully_visible_no_text,,,,United Arab Emirates,,"[0.409375, 0.709375, 0.409375, 0.7203125, 0.4203125, 0.721875, 0.4203125, 0.709375]",
32731,31365120.jpg,"[0.50078125, 0.2638888888888889, 0.8375, 0.6152777777777778]",36cc022f-d177-413e-b3a9-dcecd5118035,invisible,,,,United Arab Emirates,,,
32890,34283520.jpg,"[0.00078125, 0.7027777777777777, 0.059375, 0.8416666666666667]",bd9aa161-d576-428d-8c89-aed38dbc3965,invisible,,,,United Arab Emirates,,,
33003,31365120.jpg,"[0.02734375, 0.7111111111111111, 0.32578125, 0.9208333333333333]",4e30d55a-e378-4573-b2c4-3d298ef5e778,invisible,,,,United Arab Emirates,,,
33766,1689600.jpg,"[0.321875, 0.5875, 0.40625, 0.6916666666666667]",db8d55f9-e75e-41fb-9697-5225112d53c0,fully_visible_no_text,,,,United Arab Emirates,,"[0.3484375, 0.6277777777777778, 0.36015625, 0.6277777777777778, 0.359375, 0.6375, 0.34765625, 0.6375]",
34382,17172480.jpg,"[0.14375, 0.7166666666666667, 0.2328125, 0.7833333333333333]",deed5a0b-b5fb-442c-a40d-a5cf4c9f97db,invisible,,,,United Arab Emirates,,,
34405,49433600.jpg,"[0.4734375, 0.6527777777777778, 0.56875, 0.8013888888888889]",ad3c043b-f878-40cd-b74f-307addddc49a,fully_visible_no_text,,,,United Arab Emirates,,"[0.51328125, 0.7083333333333334, 0.52890625, 0.7083333333333334, 0.52890625, 0.7208333333333333, 0.51328125, 0.7208333333333333]",
35929,1689600.jpg,"[0.17734375, 0.4930555555555556, 0.51875, 0.75]",fbe87537-3bdf-4d48-bad7-090e2d172d7c,fully_visible_no_text,,,,United Arab Emirates,,"[0.49140625, 0.6902777777777778, 0.50234375, 0.6861111111111111, 0.5015625, 0.7013888888888888, 0.48984375, 0.7055555555555556]",
36683,31733760.jpg,"[0.76015625, 0.4, 0.90546875, 0.4930555555555556]",6f3c24a8-7eb6-43f7-9eb1-1be6cc24926a,invisible,,,,United Arab Emirates,,,
37726,1689600.jpg,"[0.6421875, 0.6444444444444445, 0.7796875, 0.8152777777777778]",596b74ff-67a8-46ef-a678-a37148c8dbf9,fully_visible_no_text,,,,United Arab Emirates,,"[0.72109375, 0.7305555555555555, 0.73984375, 0.7291666666666666, 0.73984375, 0.7416666666666667, 0.7203125, 0.7416666666666667]",
38306,1689600.jpg,"[0.94140625, 0.48333333333333334, 0.99765625, 0.6055555555555555]",1f308d8d-3476-4e5e-a216-c20d2406df09,invisible,,,,United Arab Emirates,,,
38335,34283520.jpg,"[0.81953125, 0.6638888888888889, 0.98828125, 0.7583333333333333]",55a195c2-37c7-4216-9258-83c1a5202a22,invisible,,,,United Arab Emirates,,,
38910,17172480.jpg,"[0.53984375, 0.7027777777777777, 0.61640625, 0.8]",b3a636e3-5ef5-4c71-908f-515e66394833,invisible,,,,United Arab Emirates,,,
39350,17172480.jpg,"[0.5515625, 0.75, 0.60625, 0.8833333333333333]",77d6be35-238b-413e-be5e-0857ee843045,fully_visible_no_text,,,,United Arab Emirates,,"[0.584375, 0.8027777777777778, 0.59609375, 0.8041666666666667, 0.59609375, 0.8152777777777778, 0.584375, 0.8152777777777778]",
39502,34283520.jpg,"[0.921875, 0.6083333333333333, 0.99921875, 0.8125]",e03f9799-713b-4fe1-8661-2a6489a5ca00,invisible,,,,United Arab Emirates,,,
40328,31365120.jpg,"[0.1265625, 0.7513888888888889, 0.32265625, 0.9]",c1ecbb62-f0a8-4607-803c-30ea485a51e8,invisible,,,,United Arab Emirates,,,
40567,1689600.jpg,"[0.628125, 0.4625, 0.70390625, 0.5555555555555556]",c9b32d9b-7784-4785-8e34-29f6010ab75e,fully_visible_no_text,,,,United Arab Emirates,,"[0.66484375, 0.5055555555555555, 0.684375, 0.5055555555555555, 0.684375, 0.5125, 0.66484375, 0.5125]",
40970,34283520.jpg,"[0.28046875, 0.7402777777777778, 0.40234375, 0.9166666666666666]",19cf81f8-6644-4167-b413-01ebe16a4735,fully_visible_no_text,,,,United Arab Emirates,,"[0.31640625, 0.8361111111111111, 0.315625, 0.8527777777777777, 0.33203125, 0.8541666666666666, 0.3328125, 0.8375]",
41288,1689600.jpg,"[0.73125, 0.675, 0.86875, 0.825]",b5953312-53dc-4493-873f-bffcc8fb5ebc,fully_visible_no_text,,,,United Arab Emirates,,"[0.7578125, 0.7680555555555556, 0.7875, 0.7694444444444445, 0.78671875, 0.7833333333333333, 0.75703125, 0.7805555555555556]",
42677,17172480.jpg,"[0.79765625, 0.7888888888888889, 0.99609375, 0.9944444444444445]",1b1f0fed-078c-49c8-a5ec-aff103a046fd,invisible,,,,United Arab Emirates,,,
42898,31733760.jpg,"[0.1703125, 0.4736111111111111, 0.29453125, 0.6458333333333334]",5ec0a788-8925-4db7-8328-ae0534ad566b,fully_visible_no_text,,,,United Arab Emirates,,"[0.19296875, 0.5625, 0.19296875, 0.5722222222222222, 0.21328125, 0.5736111111111111, 0.2125, 0.5638888888888889]",
43024,34283520.jpg,"[0.4640625, 0.7166666666666667, 0.5421875, 0.8402777777777778]",367fcf60-34fe-4c57-a302-7f200532a350,fully_visible_no_text,,,,United Arab Emirates,,"[0.4953125, 0.7888888888888889, 0.509375, 0.7888888888888889, 0.50859375, 0.8055555555555556, 0.4953125, 0.8041666666666667]",
43338,31733760.jpg,"[0.35390625, 0.6416666666666667, 0.459375, 0.7958333333333333]",6d26455e-b094-4575-a234-139b2707979b,fully_visible_no_text,,,,United Arab Emirates,,"[0.3875, 0.7527777777777778, 0.3875, 0.7694444444444445, 0.41875, 0.7708333333333334, 0.41875, 0.7541666666666667]",
43778,17172480.jpg,"[0.1078125, 0.5805555555555556, 0.1921875, 0.675]",8482018a-9abe-48c0-bca4-fddb72f302c5,fully_visible_no_text,,,,United Arab Emirates,,"[0.14453125, 0.6277777777777778, 0.15390625, 0.6277777777777778, 0.153125, 0.6361111111111111, 0.14375, 0.6375]",
44670,17172480.jpg,"[0.09609375, 0.8208333333333333, 0.18984375, 0.9069444444444444]",b236ce4e-3b61-4e87-9910-aea637613930,invisible,,,,United Arab Emirates,,,
44850,17172480.jpg,"[0.82890625, 0.80625, 0.99453125, 0.996875]",e6b2f160-b2d9-4789-aae4-13620d342e7b,invisible,,,,United Arab Emirates,,,
46521,34283520.jpg,"[0.06484375, 0.6027777777777777, 0.3171875, 0.8972222222222223]",6eacab3f-a7c3-4074-931b-079c868eb0f9,fully_visible,1.0,93225,8,United Arab Emirates,,"[0.1140625, 0.7194444444444444, 0.1609375, 0.7194444444444444, 0.16015625, 0.7347222222222223, 0.1140625, 0.7375]",
46721,34283520.jpg,"[0.20234375, 0.6625, 0.3046875, 0.8041666666666667]",84257927-5b7a-47b1-bf4c-1376ef4b2135,fully_visible_no_text,,,,United Arab Emirates,,"[0.221875, 0.7277777777777777, 0.24296875, 0.7291666666666666, 0.24296875, 0.7388888888888889, 0.22109375, 0.7388888888888889]",
48591,1689600.jpg,"[0.4765625, 0.5777777777777777, 0.54453125, 0.7375]",77ca32e5-022a-4b25-9b2a-216c1314aaab,fully_visible_no_text,,,,United Arab Emirates,,"[0.4890625, 0.6958333333333333, 0.4984375, 0.6972222222222222, 0.49765625, 0.7069444444444445, 0.48828125, 0.7055555555555556]",
48789,1689600.jpg,"[0.54296875, 0.8263888888888888, 0.6015625, 0.9305555555555556]",69ebd4ec-819e-423c-b313-3c0b1757c0d8,fully_visible_no_text,,,,United Arab Emirates,,"[0.56484375, 0.875, 0.56484375, 0.8805555555555555, 0.58203125, 0.8819444444444444, 0.58203125, 0.875]",
48867,1689600.jpg,"[0.81640625, 0.6583333333333333, 0.9890625, 0.8680555555555556]",f1ca401f-ee9c-4689-895d-7f9f72eb4ef2,fully_visible_no_text,,,,United Arab Emirates,,"[0.8640625, 0.7527777777777778, 0.89609375, 0.7527777777777778, 0.89609375, 0.7791666666666667, 0.86328125, 0.7791666666666667]",
50308,1689600.jpg,"[0.14296875, 0.5555555555555556, 0.33515625, 0.8319444444444445]",60c80bc9-c697-41b8-9dc8-45c6d76f1d69,fully_visible,1.0,11207,undefined,United Arab Emirates,,"[0.2015625, 0.6722222222222223, 0.2234375, 0.6763888888888889, 0.22265625, 0.6875, 0.20078125, 0.6847222222222222]",
50863,108072960.jpg,"[0.74296875, 0.48333333333333334, 0.99921875, 0.775]",332d0299-efe0-44d7-8c01-dcc69e7c75bc,invisible,,,,United Arab Emirates,,,
51580,31365120.jpg,"[0.78359375, 0.6125, 0.9921875, 0.8486111111111111]",b75660ae-9d5a-4654-8ad5-89646c7f6f53,fully_visible_no_text,,,,United Arab Emirates,,"[0.79609375, 0.7236111111111111, 0.79609375, 0.7472222222222222, 0.80703125, 0.7513888888888889, 0.80703125, 0.7236111111111111]",
51749,1689600.jpg,"[0.2734375, 0.7416666666666667, 0.34375, 0.8319444444444445]",7d86132a-de68-44d5-9c0a-331b721677c6,fully_visible_no_text,,,,United Arab Emirates,,"[0.290625, 0.7861111111111111, 0.30546875, 0.7875, 0.30546875, 0.7944444444444444, 0.29140625, 0.7944444444444444]",
51785,31733760.jpg,"[0.1140625, 0.6388888888888888, 0.2640625, 0.7958333333333333]",b1c50da6-c8ae-4a6d-ae94-9a5b5f31fa3e,fully_visible_no_text,,,,United Arab Emirates,,"[0.1515625, 0.7458333333333333, 0.17109375, 0.7458333333333333, 0.17109375, 0.7638888888888888, 0.15078125, 0.7638888888888888]",
51998,1689600.jpg,"[0.71796875, 0.8333333333333334, 0.81171875, 0.9458333333333333]",9c5672d1-8142-4731-8466-995b68c29a0d,fully_visible_no_text,,,,United Arab Emirates,,"[0.77109375, 0.8847222222222222, 0.7890625, 0.8847222222222222, 0.7890625, 0.8916666666666667, 0.771875, 0.8916666666666667]",
53180,34283520.jpg,"[0.44453125, 0.8138888888888889, 0.55703125, 0.9930555555555556]",1578f2d9-7ce6-4af9-81c7-a5718ee9a8dd,invisible,,,,United Arab Emirates,,,
53259,17172480.jpg,"[0.0, 0.7597222222222222, 0.10625, 0.9888888888888889]",6b8e9f6d-f771-497b-a256-11337461dd8c,invisible,,,,United Arab Emirates,,,
53507,1689600.jpg,"[0.73671875, 0.6236111111111111, 0.84375, 0.7680555555555556]",585831ec-6e73-4b1d-8712-4cef49d0884d,fully_visible_no_text,,,,United Arab Emirates,,"[0.79921875, 0.6875, 0.79921875, 0.6972222222222222, 0.81796875, 0.6986111111111111, 0.81796875, 0.6902777777777778]",
53856,31365120.jpg,"[0.9171875, 0.7541666666666667, 0.9984375, 1.0]",abe4a045-1743-40ba-a4a0-8bd31b0e9696,invisible,,,,United Arab Emirates,,,
53875,34283520.jpg,"[0.39609375, 0.6458333333333334, 0.459375, 0.7611111111111111]",40bcc8b6-748e-4009-947c-2e9e4bbb5644,invisible,,,,United Arab Emirates,,,
55336,31733760.jpg,"[0.8421875, 0.39305555555555555, 0.9359375, 0.4791666666666667]",506869e2-bbd1-4c19-8664-0fcaf81619b1,invisible,,,,United Arab Emirates,,,
55864,179589120.jpg,"[0.71171875, 0.6111111111111112, 0.94453125, 0.9319444444444445]",b15aae51-d546-4ffe-a124-1af2066c7231,fully_visible,1.0,65904,t,United Arab Emirates,,"[0.7796875, 0.7583333333333333, 0.834375, 0.7611111111111111, 0.834375, 0.7819444444444444, 0.7796875, 0.7791666666666667]",
56260,31365120.jpg,"[0.003125, 0.5763888888888888, 0.11953125, 0.7847222222222222]",d74a9cc3-b6b5-41d4-acbe-87936d7428a8,invisible,,,,United Arab Emirates,,,
56313,17172480.jpg,"[0.53203125, 0.6263888888888889, 0.596875, 0.7125]",c3c32f95-3902-46a1-9572-02394fcbda66,fully_visible_no_text,,,,United Arab Emirates,,"[0.5640625, 0.6694444444444444, 0.56328125, 0.675, 0.57890625, 0.6763888888888889, 0.578125, 0.6694444444444444]",
56508,17172480.jpg,"[0.30234375, 0.5625, 0.3921875, 0.675]",934763c2-600b-4688-bf12-48ae6905a702,fully_visible_no_text,,,,United Arab Emirates,,"[0.32734375, 0.6097222222222223, 0.3375, 0.6097222222222223, 0.3375, 0.6194444444444445, 0.32734375, 0.6194444444444445]",
57392,34283520.jpg,"[0.528125, 0.25555555555555554, 0.62109375, 0.4361111111111111]",0fb33ea3-7e16-41ec-89c6-3962e6bf2f27,fully_visible_no_text,,,,United Arab Emirates,,"[0.565625, 0.38333333333333336, 0.584375, 0.38472222222222224, 0.58359375, 0.39444444444444443, 0.56640625, 0.39305555555555555]",
57781,15185000.jpg,"[0.0, 0.6236111111111111, 0.20390625, 0.9902777777777778]",cc501485-896c-45ae-bc3d-032759b96ada,invisible,,,,United Arab Emirates,,,
58223,11460449.jpg,"[0.05078125, 0.6430555555555556, 0.1625, 0.7708333333333334]",009e296a-3104-4d55-8586-2919816c0d9a,invisible,,,,United Arab Emirates,,,
58295,1689600.jpg,"[0.58203125, 0.8375, 0.67421875, 0.9347222222222222]",40218ce3-be00-4ae3-8c61-ebac4271f011,fully_visible_no_text,,,,United Arab Emirates,,"[0.6359375, 0.8791666666666667, 0.65625, 0.8777777777777778, 0.65703125, 0.8861111111111111, 0.63671875, 0.8861111111111111]",
58503,1689600.jpg,"[0.5875, 0.6458333333333334, 0.65390625, 0.7305555555555555]",9b802147-8571-4b06-b51e-96fc8289c696,fully_visible_no_text,,,,United Arab Emirates,,"[0.621875, 0.6916666666666667, 0.621875, 0.6847222222222222, 0.63671875, 0.6847222222222222, 0.63671875, 0.6916666666666667]",
58906,1689600.jpg,"[0.83515625, 0.528125, 0.9890625, 0.703125]",d15f45fa-ef4c-449f-860a-726f12838348,fully_visible_no_text,,,,United Arab Emirates,,"[0.8625, 0.61875, 0.89296875, 0.6140625, 0.89296875, 0.628125, 0.86328125, 0.63125]",
58955,34283520.jpg,"[0.20703125, 0.5736111111111111, 0.32890625, 0.7333333333333333]",f31dc3d3-3449-4661-8d75-cfd46fa37526,fully_visible_no_text,,,,United Arab Emirates,,"[0.23515625, 0.6458333333333334, 0.2578125, 0.6472222222222223, 0.25703125, 0.6583333333333333, 0.234375, 0.6569444444444444]",
58983,31365120.jpg,"[0.3984375, 0.6652777777777777, 0.4578125, 0.7708333333333334]",03bb631b-7ff0-4389-aa08-650bf3614957,fully_visible_no_text,,,,United Arab Emirates,,"[0.41484375, 0.7138888888888889, 0.42890625, 0.7152777777777778, 0.42890625, 0.7236111111111111, 0.4140625, 0.7222222222222222]",
58985,1689600.jpg,"[0.66328125, 0.6722222222222223, 0.73203125, 0.7791666666666667]",20295ef4-3657-49be-9324-174f746380d7,fully_visible_no_text,,,,United Arab Emirates,,"[0.6828125, 0.7208333333333333, 0.6828125, 0.7319444444444444, 0.7015625, 0.7319444444444444, 0.70078125, 0.7208333333333333]",
60038,1689600.jpg,"[0.3046875, 0.4666666666666667, 0.36484375, 0.5611111111111111]",93bc1009-91c1-4547-b168-ea557b56b418,fully_visible_no_text,,,,United Arab Emirates,,"[0.33046875, 0.5333333333333333, 0.33984375, 0.5333333333333333, 0.33984375, 0.5388888888888889, 0.33046875, 0.5388888888888889]",
60972,49433600.jpg,"[0.0046875, 0.6277777777777778, 0.2390625, 0.9958333333333333]",f5e69454-e75b-46b3-aaac-9467d4c76327,invisible,,,,United Arab Emirates,,,
61104,34283520.jpg,"[0.2984375, 0.6680555555555555, 0.36953125, 0.7625]",feefc0bd-348c-4c98-8bb9-e658001dff0d,fully_visible_no_text,,,,United Arab Emirates,,"[0.3140625, 0.7166666666666667, 0.325, 0.7166666666666667, 0.32421875, 0.7291666666666666, 0.31328125, 0.7277777777777777]",
61243,34283520.jpg,"[0.59609375, 0.6041666666666666, 0.76953125, 0.8013888888888889]",d7377c73-f507-4852-b777-196ef9ac0f1e,fully_visible_no_text,,,,United Arab Emirates,,"[0.7015625, 0.6791666666666667, 0.73671875, 0.6791666666666667, 0.73671875, 0.6916666666666667, 0.7015625, 0.6944444444444444]",
61258,11460449.jpg,"[0.18125, 0.6722222222222223, 0.296875, 0.8]",a7f41a5c-db2b-493c-8668-8be0fa326401,fully_visible_no_text,,,,United Arab Emirates,,"[0.2234375, 0.7277777777777777, 0.203125, 0.7277777777777777, 0.203125, 0.7361111111111112, 0.2234375, 0.7361111111111112]",
61939,34283520.jpg,"[0.4125, 0.6833333333333333, 0.5296875, 0.7611111111111111]",46d75d72-b012-4b5d-ae39-40fd6bf2dd02,fully_visible_no_text,,,,United Arab Emirates,,"[0.42265625, 0.7361111111111112, 0.42890625, 0.7375, 0.42890625, 0.7458333333333333, 0.421875, 0.7458333333333333]",
63129,17172480.jpg,"[0.71328125, 0.7013888888888888, 0.80859375, 0.8069444444444445]",d3f337cd-03f2-48cc-99fc-da5442344076,fully_visible_no_text,,,,United Arab Emirates,,"[0.73046875, 0.7430555555555556, 0.7421875, 0.7444444444444445, 0.74140625, 0.7527777777777778, 0.7296875, 0.7513888888888889]",
63152,31733760.jpg,"[0.47265625, 0.5277777777777778, 0.54375, 0.6652777777777777]",ecfb96fc-e011-40d1-a918-19bc519a64db,fully_visible_no_text,,,,United Arab Emirates,,"[0.5015625, 0.5972222222222222, 0.5140625, 0.5972222222222222, 0.5140625, 0.6111111111111112, 0.5015625, 0.6097222222222223]",
63549,17172480.jpg,"[0.91015625, 0.5958333333333333, 0.99765625, 0.7486111111111111]",e345476b-4574-4afe-a656-fd5a5a5e3dff,invisible,,,,United Arab Emirates,,,
63824,15185000.jpg,"[0.58671875, 0.6333333333333333, 0.69453125, 0.7625]",198eab60-7d2c-4348-86ed-f6602ad8344b,fully_visible_no_text,,,,United Arab Emirates,,"[0.6515625, 0.7041666666666667, 0.67578125, 0.7041666666666667, 0.67578125, 0.7166666666666667, 0.6515625, 0.7166666666666667]",
65025,1689600.jpg,"[0.2578125, 0.6819444444444445, 0.3328125, 0.8180555555555555]",2592b56d-de84-4e3d-960e-5f4912f4443c,fully_visible_no_text,,,,United Arab Emirates,,"[0.27265625, 0.7944444444444444, 0.28671875, 0.7944444444444444, 0.28671875, 0.8027777777777778, 0.27265625, 0.8013888888888889]",
65476,34283520.jpg,"[0.64921875, 0.6666666666666666, 0.73515625, 0.7569444444444444]",e90fa50f-deb4-4f6a-afb4-53ffdebde3b0,invisible,,,,United Arab Emirates,,,
65548,11460449.jpg,"[0.56015625, 0.004166666666666667, 0.709375, 0.19444444444444445]",f5461668-026b-4d41-9abd-1376bfdd1bb0,fully_visible_no_text,,,,United Arab Emirates,,"[0.6421875, 0.12083333333333333, 0.6421875, 0.13472222222222222, 0.65703125, 0.1361111111111111, 0.65703125, 0.12083333333333333]",
65650,31365120.jpg,"[0.04921875, 0.775, 0.16953125, 0.8722222222222222]",a64658a2-5967-4a92-8d9f-c74d88c5db74,fully_visible_no_text,,,,United Arab Emirates,,"[0.07421875, 0.8166666666666667, 0.06171875, 0.8111111111111111, 0.06171875, 0.8013888888888889, 0.075, 0.8083333333333333]",
67241,11460449.jpg,"[0.29296875, 0.6708333333333333, 0.4046875, 0.8111111111111111]",5097ac1c-863b-4c1b-b16f-64fdf052cbc7,fully_visible_no_text,,,,United Arab Emirates,,"[0.3640625, 0.7361111111111112, 0.3796875, 0.7361111111111112, 0.3796875, 0.7541666666666667, 0.3640625, 0.7527777777777778]",
67600,1689600.jpg,"[0.2421875, 0.5736111111111111, 0.36796875, 0.7347222222222223]",c57bd3fc-153c-40a3-9585-17fc5dc21338,fully_visible_no_text,,,,United Arab Emirates,,"[0.26953125, 0.6430555555555556, 0.296875, 0.6444444444444445, 0.29609375, 0.6638888888888889, 0.26796875, 0.6611111111111111]",
67692,1689600.jpg,"[0.0, 0.5138888888888888, 0.234375, 0.9041666666666667]",da875297-bca2-4f92-9f4c-e9e83bae5b8d,invisible,,,,United Arab Emirates,,,
67929,31365120.jpg,"[0.2875, 0.6805555555555556, 0.36171875, 0.7805555555555556]",acf37637-80df-492f-91a1-dde01ab9e9b4,fully_visible_no_text,,,,United Arab Emirates,,"[0.303125, 0.7263888888888889, 0.31953125, 0.7277777777777777, 0.31953125, 0.7361111111111112, 0.30234375, 0.7347222222222223]",
68010,1689600.jpg,"[0.7765625, 0.484375, 0.92265625, 0.66875]",ad6a0282-df4e-4c09-94b1-8855851c12a7,fully_visible_no_text,,,,United Arab Emirates,,"[0.8625, 0.6171875, 0.89296875, 0.6140625, 0.89296875, 0.628125, 0.86328125, 0.63125]",
68150,1689600.jpg,"[0.63828125, 0.55, 0.7609375, 0.6319444444444444]",331fbc22-51b8-4e34-ad5f-d5886a444002,invisible,,,,United Arab Emirates,,,
68624,31733760.jpg,"[0.00234375, 0.7236111111111111, 0.2546875, 1.0055555555555555]",da72bc1e-c382-4c35-bbee-daebefc97063,invisible,,,,United Arab Emirates,,,
68877,1689600.jpg,"[0.32109375, 0.6736111111111112, 0.37734375, 0.7722222222222223]",a46c8be6-d380-4117-89bf-098605b456b4,fully_visible_no_text,,,,United Arab Emirates,,"[0.3328125, 0.7111111111111111, 0.34296875, 0.7111111111111111, 0.34296875, 0.7208333333333333, 0.3328125, 0.7180555555555556]",
68935,31365120.jpg,"[0.33046875, 0.6527777777777778, 0.4375, 0.8138888888888889]",6d243698-7f02-48a4-b3b9-f276a89238b9,fully_visible_no_text,,,,United Arab Emirates,,"[0.365625, 0.7722222222222223, 0.39765625, 0.7694444444444445, 0.3984375, 0.7833333333333333, 0.36484375, 0.7861111111111111]",
69746,34283520.jpg,"[0.7, 0.6486111111111111, 0.965625, 0.9222222222222223]",8f13cc67-920c-44ab-a5b6-2cff8137fe52,fully_visible,1.0,53077,6,United Arab Emirates,,"[0.84765625, 0.7722222222222223, 0.90703125, 0.7722222222222223, 0.90703125, 0.7930555555555555, 0.84921875, 0.7972222222222223]",
